,Title,Brand,Model,Year,Price,Condition,Type,Engine_Size,Fuel_Type,Transmission,Mileage,Color,Additional
1422,Lexus RX 330,Lexus,RX 330,2005,8500000,Б/у,кроссовер,3.3,бензин,КПП автомат,211000,черный,"налог уплачен, техосмотр пройден, в..."
1424,Hyundai Palisade,Hyundai,Palisade,2023,26000000,Б/у,кроссовер,3.5,бензин,КПП автомат,3000,серый,"литые диски, тонировка, панорамная кры..."
1426,Mercedes-Benz G 63 AMG,Mercedes-Benz,G 63 AMG,2014,35200000,Б/у,внедорожник,5.5,бензин,КПП автомат,200000,черный,"металлик, Дилерская Состояние отл..."
1427,Mercedes-Benz E 280,Mercedes-Benz,E 280,1995,3000000,Б/у,седан,2.8,бензин,КПП автомат,450000,металлик,"литые диски, тонировка, люк, багажник..."
1429,Skoda Superb,Skoda,Superb,2011,4500000,Б/у,лифтбек,1.8,бензин,КПП робот,280000,черный,"металлик, литые диски, тонировка, ветро..."
1430,Suzuki Grand Vitara,Suzuki,Grand Vitara,2006,6200000,Б/у,кроссовер,2.7,бензин,КПП автомат,210648,белый,"металлик, литые диски, тонировка, лю..."
1431,Ravon Nexia R3,Ravon,Nexia R3,2020,4500000,Б/у,седан,1.5,бензин,КПП автомат,110000,черный,"металлик, литые диски, тонировка, ветро..."
1432,ВАЗ (Lada) 2114,ВАЗ,(Lada) 2114,2012,2700000,Б/у,хэтчбек,1.5,бензин,КПП механика,190000,серый,"металлик, литые диски, ксенон, велюр,..."
1437,Chevrolet Aveo,Chevrolet,Aveo,2014,3800000,Б/у,седан,1.6,бензин,КПП автомат,105700,белый,"тонировка, омыватель фар, обогрев зеркал..."
1438,Toyota Highlander,Toyota,Highlander,2019,19000000,Б/у,кроссовер,3.5,бензин,КПП автомат,69787,серый,"металлик, литые диски, тонировка, люк..."
1439,Volkswagen Polo,Volkswagen,Polo,2021,8790000,Б/у,лифтбек,1.6,бензин,КПП автомат,37931,серый,"литые диски, тонировка, спойлер, линзов..."
1440,Peugeot 301,Peugeot,301,2014,4000000,Б/у,седан,1.6,бензин,КПП автомат,121000,серебристый,"металлик, литые диски, ГУР, ABS, з..."
1442,Mercedes-Benz S 320,Mercedes-Benz,S 320,1996,3500000,Б/у,седан,3.2,бензин,КПП автомат,298000,черный,"металлик, литые диски, тонировка, люк,..."
1445,Toyota Camry,Toyota,Camry,2020,12700000,Б/у,седан,2.5,бензин,КПП автомат,65000,комбинированный,"климат-контроль, Саламалейкум!..."
1447,Toyota RAV4,Toyota,RAV4,2017,13000000,Б/у,кроссовер,2.5,бензин,КПП автомат,119000,металлик,"литые диски, тонировка, люк, линз..."
1452,Mercedes-Benz R 350,Mercedes-Benz,R 350,2006,6800000,Б/у,минивэн,3.5,бензин,КПП автомат,365000,черный,"литые диски, тонировка, люк, панорамн..."
1453,Mazda 626,Mazda,626,1996,1200000,Б/у,лифтбек,1.8,бензин,КПП механика,317000,зеленый,"литые диски, тонировка, обогрев зер..."
1454,Chevrolet Orlando,Chevrolet,Orlando,2014,5500000,Б/у,минивэн,1.8,бензин,КПП механика,149000,белый,"металлик, тонировка, фаркоп, хрусталь..."
1458,ВАЗ (Lada) Granta 2190,ВАЗ,(Lada) Granta 2190,2013,4000000,Б/у,седан,1.6,бензин,КПП автомат,83500,белый,"металлик, литые диски, тонировка, линзова..."
1460,Mercedes-Benz E 320,Mercedes-Benz,E 320,2000,3800000,Б/у,седан,3.2,бензин,КПП механика,260000,серебристый,"тонировка, велюр, MP3, кондиционе..."
1464,Subaru Forester,Subaru,Forester,2016,5800000,Б/у,кроссовер,2.5,бензин,КПП вариатор,260496,синий,"линзованная оптика, дневные ходовые..."
1467,Hyundai Santa Fe,Hyundai,Santa Fe,2015,10800000,Б/у,кроссовер,3.3,бензин,КПП автомат,199392,серый,"металлик, литые диски, панорамная кр..."
1468,Kia K8,Kia,K8,2021,23500000,Б/у,седан,3.5,бензин,КПП автомат,31000,хамелеон,"металлик, кожа, климат-контроль, В иде..."
1469,Chevrolet Monza,Chevrolet,Monza,2023,7300000,Б/у,седан,1.5,бензин,КПП робот,95,белый,"литые диски, люк, ксенон, биксенон, хрустальная..."
1471,Toyota Camry,Toyota,Camry,2011,6900000,Б/у,седан,2.5,бензин,КПП автомат,300000,серебристый,"металлик, кожа, кондиционер, Ассал..."
1474,Hyundai Sonata,Hyundai,Sonata,2018,8500000,Б/у,седан,2.4,бензин,КПП автомат,86000,черный,"металлик, литые диски, тонировка, обогре..."
1475,Toyota Land Cruiser,Toyota,Land Cruiser,2013,23000000,Б/у,внедорожник,4.6,бензин,КПП автомат,297000,белый,"металлик, литые диски, тонировка,..."
1476,Volkswagen Passat,Volkswagen,Passat,1992,1550000,Б/у,универсал,1.8,бензин,КПП механика,123456,синий,"металлик, тонировка, люк, ветровики..."
1479,Infiniti QX70,Infiniti,QX70,2017,20000000,Б/у,кроссовер,3.7,бензин,КПП автомат,50000,черный,"металлик, литые диски, люк, ветровик..."
1480,ВАЗ (Lada) 2115,ВАЗ,(Lada) 2115,2003,1300000,Б/у,седан,1.5,бензин,КПП механика,3000,зеленый,"тонировка, спойлер, противотуманки, вел..."
1483,ВАЗ (Lada) Granta 2190,ВАЗ,(Lada) Granta 2190,2020,4050000,Б/у,седан,1.6,бензин,КПП механика,62000,Хорошая машина. Если кому нужна живая гранта,т...
1485,Volkswagen Touareg,Volkswagen,Touareg,2007,10800000,Б/у,кроссовер,3.6,бензин,КПП автомат,178000,серый,"металлик, литые диски, тонировка, сп..."
1488,Lexus LX 570,Lexus,LX 570,2011,23000000,Б/у,внедорожник,5.7,бензин,КПП автомат,300000,черный,"литые диски, тонировка, люк, хрус..."
1491,Toyota Camry,Toyota,Camry,2011,4700000,Б/у,седан,2.5,бензин,КПП автомат,145000,серебристый,"металлик, люк, линзованная оптика,..."
1492,ГАЗ ГАЗель NEXT,ГАЗ,ГАЗель NEXT,2015,8500000,Б/у,пикап,2.7,газ-бензин,КПП механика,133000,белый,Родной пробег Родной краска 3.20 бо...
1496,Lexus LX 570,Lexus,LX 570,2013,26000000,Б/у,внедорожник,5.7,бензин,КПП автомат,210000,черный,Продам LX570 состояние очень хоро...
1497,ВАЗ (Lada) Granta 2190,ВАЗ,(Lada) Granta 2190,2014,3300000,Б/у,седан,1.6,бензин,КПП механика,112348,черный,Продам машину в отличном состояние два...
1499,Hyundai H-1,Hyundai,H-1,2011,7000000,Б/у,минивэн,2.4,бензин,КПП механика,200000,серебристый,"металлик, Возможно варианты, ТО..."
1500,Lexus LX 570,Lexus,LX 570,2014,28500000,Б/у,внедорожник,5.7,бензин,КПП автомат,93000,белый,"металлик, кожа, дерево, Машина жақс..."
1503,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2020,30000000,Б/у,внедорожник,2.7,бензин,КПП автомат,9927,белый,"металлик, литые диски, тонировка, ве..."
1505,Toyota Sienna,Toyota,Sienna,2024,39900000,Б/у,минивэн,2.5,гибрид,КПП автомат,500,черный,"металлик, литые диски, люк, панорамная кр..."
1506,Chevrolet Cobalt,Chevrolet,Cobalt,2020,7000000,Б/у,седан,1.5,бензин,КПП автомат,37200,белый,"металлик, литые диски, обогрев зеркал, ве..."
1507,Audi A6,Audi,A6,1994,4000000,Б/у,универсал,2.6,бензин,КПП механика,500000,синий,Автомобиль в хорошем состоянии Торг...
1510,Toyota Camry,Toyota,Camry,2013,10000000,Б/у,седан,2.5,бензин,КПП автомат,215472,белый,"тонировка, люк, панорамная крыша, линзов..."
1512,Toyota Land Cruiser,Toyota,Land Cruiser,2004,18800000,Б/у,внедорожник,4.5,бензин,КПП механика,217000,серебристый,"металлик, велюр, Комплектац..."
1513,Toyota Camry,Toyota,Camry,2023,17100000,Б/у,седан,2.5,бензин,КПП автомат,17000,черный,"кожа, кондиционер, * Toyota Camry 75.202..."
1515,Toyota RAV4,Toyota,RAV4,2020,14999999,Б/у,кроссовер,2.5,гибрид,КПП вариатор,82000,серый,"металлик, литые диски, тонировка, би..."
1516,Toyota Camry,Toyota,Camry,2015,11300000,Б/у,седан,2.5,бензин,КПП автомат,127902,черный,"металлик, литые диски, тонировка, ветро..."
1517,Hyundai Palisade,Hyundai,Palisade,2021,25500000,Б/у,кроссовер,3.5,бензин,КПП автомат,94000,черный,"металлик, тонировка, люк, панорамная..."
1518,Toyota Highlander,Toyota,Highlander,2022,22500000,Б/у,кроссовер,3.5,бензин,КПП автомат,46000,белый,"тонировка, люк, ветровики, багажник,..."
1524,Audi 80,Audi,80,1990,1000000,Б/у,седан,1.8,бензин,КПП механика,250000,зеленый,"металлик, тонировка, люк, спойлер, фа..."
1527,ВАЗ (Lada) Largus,ВАЗ,(Lada) Largus,2021,6700000,Б/у,универсал,1.6,бензин,КПП механика,50000,белый,"литые диски, тонировка, дневные ходо..."
1529,Kia Picanto,Kia,Picanto,2013,4500000,Б/у,хэтчбек,1.2,бензин,КПП автомат,124850,красный,"металлик, литые диски, тонировка, ве..."
1532,Mercedes-Benz E 200,Mercedes-Benz,E 200,2008,4300000,Б/у,седан,1.8,газ,КПП автомат,227000,серебристый,"металлик, кожа, аудиосистема, bluetoo..."
1533,Li L9,Li,L9,2024,33000000,Б/у,внедорожник,1.5,гибрид,КПП автомат,40,черный,Li9 ULTRA РЕСТАЙЛИНГ 64000$ Машина в А...
1535,Toyota Camry,Toyota,Camry,2017,16000000,Б/у,седан,2.5,бензин,КПП автомат,81000,белый,"литые диски, линзованная оптика, дневные..."
